50.41726707	:	50	:	1	:	90
51.04965443	:	50	:	1	:	90
52.90271611	:	50	:	1	:	90
53.94478719	:	50	:	1	:	90
54.49086409	:	50	:	1	:	90
55.48925264	:	50	:	1	:	90
56.33771941	:	50	:	1	:	90
57.90005385	:	50	:	1	:	90
58.36924678	:	50	:	1	:	90
59.11120276	:	50	:	1	:	90
60.78025207	:	50	:	1	:	90
61.38973884	:	50	:	1	:	90
62.24169129	:	50	:	1	:	90
63.40391215	:	50	:	1	:	90
64.09645453	:	50	:	1	:	90
65.13197329	:	50	:	1	:	90
66.94205059	:	50	:	1	:	90
67.95613454	:	50	:	1	:	90
68.5752086	:	50	:	1	:	90
69.05977954	:	50	:	1	:	90
70.23477991	:	50	:	1	:	90
71.35315857	:	50	:	1	:	90
72.82119404	:	50	:	1	:	90
73.01540344	:	50	:	1	:	90
74.0430238	:	50	:	1	:	90
75.16899003	:	50	:	1	:	90
76.64911547	:	50	:	1	:	90
77.73172239	:	50	:	1	:	90
78.64774596	:	50	:	1	:	90
79.45092371	:	50	:	1	:	90
80.54700889	:	50	:	1	:	90
81.29632081	:	50	:	1	:	90
82.74469281	:	50	:	1	:	90
83.18895502	:	50	:	1	:	90
84.68677543	:	50	:	1	:	90
85.18351116	:	50	:	1	:	90
86.3684846	:	50	:	1	:	90
87.62561856	:	50	:	1	:	90
88.78022744	:	50	:	1	:	90
89.08112577	:	50	:	1	:	90
90.92938597	:	50	:	1	:	90
91.77571268	:	50	:	1	:	90
92.48679163	:	50	:	1	:	90
93.43585859	:	50	:	1	:	90
94.44678375	:	50	:	1	:	90
95.30634947	:	50	:	1	:	90
96.50850866	:	50	:	1	:	90
97.51077156	:	50	:	1	:	90
98.81762771	:	50	:	1	:	90
99.79483142	:	50	:	1	:	90
100.6443181	:	50	:	1	:	90
101.3786094	:	50	:	1	:	90
102.8115805	:	50	:	1	:	90
103.5328256	:	50	:	1	:	90
104.3507271	:	50	:	1	:	90
105.9390016	:	50	:	1	:	90
106.8759428	:	50	:	1	:	90
107.5501563	:	50	:	1	:	90
108.6224751	:	50	:	1	:	90
109.5870447	:	50	:	1	:	90
110.2077423	:	50	:	1	:	90
111.3012463	:	50	:	1	:	90
112.4709233	:	50	:	1	:	90
113.2304882	:	50	:	1	:	90
114.8443088	:	50	:	1	:	90
115.1947643	:	50	:	1	:	90
116.2259218	:	50	:	1	:	90
117.170708	:	50	:	1	:	90
118.2276643	:	50	:	1	:	90
119.4356987	:	50	:	1	:	90
120.3111023	:	50	:	1	:	90
121.9233796	:	50	:	1	:	90
122.4302074	:	50	:	1	:	90
123.1848163	:	50	:	1	:	90
124.904881	:	50	:	1	:	90
125.9797484	:	50	:	1	:	90
126.43887	:	50	:	1	:	90
127.1111192	:	50	:	1	:	90
128.2580647	:	50	:	1	:	90
129.4087198	:	50	:	1	:	90
130.5948961	:	50	:	1	:	90
131.2622117	:	50	:	1	:	90
132.6028431	:	50	:	1	:	90
133.7112158	:	50	:	1	:	90
134.2217467	:	50	:	1	:	90
135.1174177	:	50	:	1	:	90
136.2966759	:	50	:	1	:	90
137.3187783	:	50	:	1	:	90
138.4241668	:	50	:	1	:	90
139.5078583	:	50	:	1	:	90
140.0855158	:	50	:	1	:	90
141.2624822	:	50	:	1	:	90
142.8010146	:	50	:	1	:	90
143.0292203	:	50	:	1	:	90
144.9288541	:	50	:	1	:	90
145.7303309	:	50	:	1	:	90
146.488609	:	50	:	1	:	90
147.5785251	:	50	:	1	:	90
148.2372836	:	50	:	1	:	90
149.4588488	:	50	:	1	:	90
150.9630885	:	50	:	1	:	90
150.5468057	:	51	:	1	:	0
150.5211358	:	52	:	1	:	0
150.2315944	:	53	:	1	:	0
150.4888977	:	54	:	1	:	0
150.6240601	:	55	:	1	:	0
150.6791355	:	56	:	1	:	0
150.3955152	:	57	:	1	:	0
150.3674366	:	58	:	1	:	0
150.987982	:	59	:	1	:	0
150.0377389	:	60	:	1	:	0
150.885168	:	61	:	1	:	0
150.9132868	:	62	:	1	:	0
150.7961839	:	63	:	1	:	0
150.0987123	:	64	:	1	:	0
150.2618712	:	65	:	1	:	0
150.3353568	:	66	:	1	:	0
150.679728	:	67	:	1	:	0
150.1365531	:	68	:	1	:	0
150.7212275	:	69	:	1	:	0
150.1067619	:	70	:	1	:	0
150.6537573	:	71	:	1	:	0
150.4941739	:	72	:	1	:	0
150.7790517	:	73	:	1	:	0
150.7150371	:	74	:	1	:	0
150.9037206	:	75	:	1	:	0
150.8909225	:	76	:	1	:	0
150.3341631	:	77	:	1	:	0
150.6987458	:	78	:	1	:	0
150.1978098	:	79	:	1	:	0
150.0305409	:	80	:	1	:	0
150.7440743	:	81	:	1	:	0
150.5000224	:	82	:	1	:	0
150.4799221	:	83	:	1	:	0
150.9047222	:	84	:	1	:	0
150.6098666	:	85	:	1	:	0
150.6176664	:	86	:	1	:	0
150.8594423	:	87	:	1	:	0
150.8054894	:	88	:	1	:	0
150.5767215	:	89	:	1	:	0
150.1829225	:	90	:	1	:	0
150.239932	:	91	:	1	:	0
150.8865119	:	92	:	1	:	0
150.0286742	:	93	:	1	:	0
150.4899014	:	94	:	1	:	0
150.1679271	:	95	:	1	:	0
150.9786806	:	96	:	1	:	0
150.7126945	:	97	:	1	:	0
150.5004716	:	98	:	1	:	0
150.4710884	:	99	:	1	:	0
150.0596189	:	100	:	1	:	0
150.6819719	:	101	:	1	:	0
150.0424311	:	102	:	1	:	0
150.0714455	:	103	:	1	:	0
150.5216498	:	104	:	1	:	0
150.09673	:	105	:	1	:	0
150.8181486	:	106	:	1	:	0
150.8175471	:	107	:	1	:	0
150.7224396	:	108	:	1	:	0
150.1498654	:	109	:	1	:	0
150.6596053	:	110	:	1	:	0
150.5185949	:	111	:	1	:	0
150.9729746	:	112	:	1	:	0
150.6489915	:	113	:	1	:	0
150.8003306	:	114	:	1	:	0
150.4537977	:	115	:	1	:	0
150.4323915	:	116	:	1	:	0
150.8253138	:	117	:	1	:	0
150.0834698	:	118	:	1	:	0
150.133171	:	119	:	1	:	0
150.1733886	:	120	:	1	:	0
150.3909378	:	121	:	1	:	0
150.8313797	:	122	:	1	:	0
150.8033644	:	123	:	1	:	0
150.0604712	:	124	:	1	:	0
150.3992578	:	125	:	1	:	0
150.5268758	:	126	:	1	:	0
150.4167995	:	127	:	1	:	0
150.6568599	:	128	:	1	:	0
150.6279734	:	129	:	1	:	0
150.2919841	:	130	:	1	:	0
150.4316512	:	131	:	1	:	0
150.0154871	:	132	:	1	:	0
150.9840637	:	133	:	1	:	0
150.1671684	:	134	:	1	:	0
150.1062163	:	135	:	1	:	0
150.3724097	:	136	:	1	:	0
150.1981184	:	137	:	1	:	0
150.4896876	:	138	:	1	:	0
150.3394934	:	139	:	1	:	0
150.9516305	:	140	:	1	:	0
150.920332	:	141	:	1	:	0
150.052677	:	142	:	1	:	0
150.7378581	:	143	:	1	:	0
150.2691194	:	144	:	1	:	0
150.4228356	:	145	:	1	:	0
150.5478709	:	146	:	1	:	0
150.942737	:	147	:	1	:	0
150.4177441	:	148	:	1	:	0
150.9830525	:	149	:	1	:	0
150.3014549	:	150	:	1	:	0
150.7010988	:	150	:	1	:	270
149.6663389	:	150	:	1	:	270
148.5391265	:	150	:	1	:	270
147.6981055	:	150	:	1	:	270
146.6665279	:	150	:	1	:	270
145.1781325	:	150	:	1	:	270
144.1280144	:	150	:	1	:	270
143.9990804	:	150	:	1	:	270
142.1711211	:	150	:	1	:	270
141.0326008	:	150	:	1	:	270
140.5611998	:	150	:	1	:	270
139.8818665	:	150	:	1	:	270
138.6691753	:	150	:	1	:	270
137.1904333	:	150	:	1	:	270
136.3689165	:	150	:	1	:	270
135.4607259	:	150	:	1	:	270
134.981638	:	150	:	1	:	270
133.156405	:	150	:	1	:	270
132.8555228	:	150	:	1	:	270
131.6447645	:	150	:	1	:	270
130.3762722	:	150	:	1	:	270
129.1909237	:	150	:	1	:	270
128.428253	:	150	:	1	:	270
127.4820221	:	150	:	1	:	270
126.1206116	:	150	:	1	:	270
125.5895075	:	150	:	1	:	270
124.2261877	:	150	:	1	:	270
123.3846191	:	150	:	1	:	270
122.5829864	:	150	:	1	:	270
121.2518061	:	150	:	1	:	270
120.2904407	:	150	:	1	:	270
119.6170909	:	150	:	1	:	270
118.2652809	:	150	:	1	:	270
117.8243763	:	150	:	1	:	270
